City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,burutu,5.3509,5.5076,24.64,87,100,3.45,NG,1693633467
366,vondrozo,-22.8167,47.2833,20.32,67,15,1.64,MG,1693633467
367,portland,45.5234,-122.6762,22.32,73,0,2.06,US,1693633017
368,oamaru,-45.0784,170.9801,10.21,85,100,3.81,NZ,1693633468
369,jiayuguan,39.8167,98.3,31.19,10,0,6.06,CN,1693633468
370,beyneu,45.3167,55.2,24.27,33,18,3.9,KZ,1693633468
371,shubarshi,48.5872,57.1869,19.1,53,69,5.05,KZ,1693633468
372,ta`u,-14.2336,-169.5144,26.29,71,47,8.32,AS,1693633469
373,newman,37.3138,-121.0208,20.72,74,22,1.02,US,1693633469
374,gombi,10.1614,12.7399,20.3,93,96,2.22,NG,1693633469
375,guiratinga,-16.3494,-53.7583,25.43,57,8,2.5,BR,1693633469
376,tocopilla,-22.092,-70.1979,16.51,71,22,1.49,CL,1693633470
377,gisborne,-38.6533,178.0042,11.32,85,0,2.0,NZ,1693633193
378,malango,-2.9627,119.9001,27.89,50,64,2.61,ID,1693633470
379,sabang,5.8933,95.3214,28.35,76,100,7.14,ID,1693633470
380,pacasmayo,-7.4006,-79.5714,19.05,93,57,5.37,PE,1693633470
381,navalmoral de la mata,39.8916,-5.5406,18.18,67,100,0.66,ES,1693633471
382,usogorsk,63.4106,48.6872,19.26,55,46,1.4,RU,1693633471
383,luanda,-8.8368,13.2343,21.0,94,100,1.03,AO,1693633427
384,prado,-17.3411,-39.2208,22.18,83,95,2.61,BR,1693633471
385,san bernardo del viento,9.3533,-75.9524,29.54,82,11,5.87,CO,1693633472
386,yarovoye,52.9273,78.58,22.1,37,95,2.7,RU,1693633472
387,fabens,31.5023,-106.1586,31.43,37,5,1.17,US,1693633472
388,nguigmi,14.2495,13.1092,26.9,67,100,3.98,NE,1693633472
389,taoudenni,22.6783,-3.9836,33.55,7,2,3.3,ML,1693633472
390,kasangulu,-4.5911,15.1708,21.49,73,2,2.06,CD,1693633473
391,antsiranana,-12.2787,49.2917,26.42,53,20,8.23,MG,1693633473
392,wanning,18.8003,110.3967,32.56,59,100,4.35,CN,1693633473
393,mehndawal,26.9753,83.1117,34.7,54,0,5.68,IN,1693633473
394,hasaki,35.7333,140.8333,34.06,73,63,5.39,JP,1693633474
395,georgetown,5.4112,100.3354,31.96,66,20,3.09,MY,1693633466
396,callaway,30.153,-85.5699,26.06,95,100,3.09,US,1693633474
397,daru,-9.0763,143.2092,25.63,63,13,5.04,PG,1693633173
398,teknaf,20.8624,92.3058,27.96,86,100,1.52,BD,1693633474
399,puerto quijarro,-17.7833,-57.7667,29.24,47,8,3.03,BO,1693633475
400,maun,-19.9833,23.4167,14.98,31,0,2.57,BW,1693633475
401,hopelchen,19.7667,-89.85,26.06,85,57,2.24,MX,1693633475
402,sarikei,2.1167,111.5167,32.83,56,51,1.49,MY,1693633475
403,abdanan,32.9926,47.4198,33.94,18,0,1.55,IR,1693633476
404,elassona,39.8947,22.1886,17.63,39,4,1.87,GR,1693633476
405,wotje,9.4543,170.2367,28.11,75,100,2.29,MH,1693633476
406,la passe,45.5549,-0.8967,18.13,94,100,2.67,FR,1693633476
407,yangjiang,21.85,111.9667,25.07,94,100,11.55,CN,1693633476
408,sosnovka,56.255,51.2842,16.84,58,1,2.56,RU,1693633477
409,pulaski,34.7668,-92.3001,23.43,72,75,1.79,US,1693633350
410,gadzhiyevo,69.2551,33.3362,16.05,86,55,4.81,RU,1693633477
411,nzega,-2.479,29.5564,18.59,63,56,1.22,RW,1693633477
412,kisumu,-0.1022,34.7617,24.14,55,46,2.59,KE,1693633478
413,kaa-khem,51.6833,94.7333,21.85,38,66,2.74,RU,1693633478
414,svetlogorsk,52.6333,29.7333,16.48,56,22,2.5,BY,1693633478
415,el bolson,-41.9667,-71.5167,1.06,99,99,2.43,AR,1693633478
416,pyapon,16.2833,95.6833,29.87,74,100,6.05,MM,1693633479
417,coahuayana de hidalgo,18.7,-103.6583,26.15,89,84,1.41,MX,1693633479
418,jinchang,38.4953,102.1739,29.76,12,0,4.86,CN,1693633479
419,belel,7.05,14.4333,16.25,93,97,0.59,CM,1693633480
420,al kharijah,25.4514,30.5464,29.22,40,0,6.94,EG,1693633480
421,jawf al maqbabah,13.8378,45.8349,31.83,26,73,2.01,YE,1693633480
422,hami,42.8,93.45,35.37,12,28,2.43,CN,1693633480
423,esmeralda,21.8525,-78.1169,27.06,85,87,2.57,CU,1693633480
424,nadym,65.5333,72.5167,16.05,43,32,3.48,RU,1693633481
425,igarka,67.4667,86.5833,13.25,42,93,1.93,RU,1693633481
426,santa cruz,-17.8,-63.1667,26.7,74,75,8.23,BO,1693633481
427,bataipora,-22.2953,-53.2711,25.74,43,40,3.48,BR,1693633481
428,orchard homes,46.8633,-114.0484,20.08,71,0,1.34,US,1693633481
429,rajin,42.2489,130.3003,25.02,57,0,2.74,KP,1693633482
430,miquelon,47.0975,-56.3814,11.0,63,0,6.23,PM,1693633482
431,kalmunai,7.4167,81.8167,29.35,65,92,2.03,LK,1693633482
432,holualoa,19.6228,-155.9522,25.91,80,20,3.09,US,1693633482
433,anna regina,7.2644,-58.5077,27.06,80,9,3.59,GY,1693633483
434,bentiu,9.2333,29.8333,27.5,66,100,1.13,SS,1693633483
435,inverell,-29.7833,151.1167,21.73,33,0,2.24,AU,1693633483
436,port macquarie,-31.4333,152.9167,18.27,62,39,6.53,AU,1693633483
437,margate,51.3813,1.3862,15.17,91,63,2.23,GB,1693633484
438,arno,60.1167,18.6333,15.44,90,44,0.82,SE,1693633484
439,sulphur springs,33.1385,-95.6011,23.97,43,0,3.09,US,1693633484
440,saint-pierre,-21.3393,55.4781,26.43,65,0,2.57,RE,1693633484
441,timbuktu,16.7735,-3.0074,33.5,42,75,6.46,ML,1693633484
442,kavaratti,10.5669,72.642,27.97,77,100,5.66,IN,1693633485
443,sanming,26.2486,117.6186,25.5,93,100,1.38,CN,1693633485
444,dapa,9.7594,126.0531,31.05,66,100,2.65,PH,1693633485
445,yankton,42.8711,-97.3973,26.18,64,0,4.63,US,1693633485
446,andreapol',56.6513,32.2664,14.7,77,88,1.59,RU,1693633486
447,stjordalshalsen,63.4681,10.9262,11.03,93,75,3.6,NO,1693633486
448,yanbu,24.0891,38.0637,32.02,84,0,4.12,SA,1693633401
449,rudnya,54.947,31.0934,14.89,71,2,2.95,RU,1693633486
450,tionk essil,12.7856,-16.5217,24.98,93,100,2.79,SN,1693633488
451,shakawe,-18.3667,21.85,19.16,14,0,3.07,BW,1693633488
452,tabas,33.5959,56.9244,35.63,13,3,2.79,IR,1693633489
453,luderitz,-26.6481,15.1594,10.25,65,42,7.88,NA,1693633490
454,kholmsk,47.0511,142.0569,19.97,73,1,4.4,RU,1693633490
455,la ronge,55.1001,-105.2842,19.14,68,0,4.12,CA,1693633490
456,banda aceh,5.5577,95.3222,30.02,63,100,6.26,ID,1693633490
457,fale old settlement,-9.3852,-171.2468,28.17,79,28,9.43,TK,1693633491
458,huron,41.1501,-82.5499,17.69,75,1,2.15,US,1693633491
459,kodinsk,58.6881,99.1844,15.7,29,0,2.57,RU,1693633491
460,tafresh,34.692,50.013,26.03,23,11,3.02,IR,1693633491
461,suva,-18.1416,178.4415,27.71,78,20,3.6,FJ,1693633287
462,ola,59.5833,151.2833,11.75,58,88,4.56,RU,1693633492
463,moroto,2.5345,34.6666,23.88,47,58,6.94,UG,1693633492
464,kroya,-7.6331,109.2461,27.63,59,84,6.02,ID,1693633492
465,auki,-8.7676,160.7034,28.63,74,78,1.33,SB,1693633492
466,lebu,-37.6167,-73.65,9.12,71,100,4.7,CL,1693633492
467,jurm,36.8648,70.8342,25.53,25,0,2.89,AF,1693633493
468,bomdila,27.25,92.4,21.37,79,87,1.74,IN,1693633493
469,sebin karahisar,40.2883,38.4236,20.13,64,18,0.33,TR,1693633493
470,guajara mirim,-10.7828,-65.3394,24.98,67,2,0.8,BR,1693633493
471,itoman,26.1247,127.6694,31.43,79,75,11.32,JP,1693633494
472,zherdevka,51.8486,41.4606,20.56,43,100,3.75,RU,1693633494
473,puerto armuelles,8.2833,-82.8667,28.38,76,100,0.45,PA,1693633359
474,saurimo,-9.6608,20.3916,19.17,15,17,2.3,AO,1693633494
475,sol'-iletsk,51.1631,54.9918,17.01,58,62,5.14,RU,1693633495
476,rawai,7.7797,98.3253,30.06,75,100,10.11,TH,1693633495
477,al muwayh,22.4333,41.7583,35.17,16,91,6.15,SA,1693633495
478,swakopmund,-22.6833,14.5333,9.43,85,1,1.42,NA,1693633296
479,nuuk,64.1835,-51.7216,3.34,70,100,9.77,GL,1693633496
480,nehe,48.4833,124.8333,25.98,58,7,6.25,CN,1693633496
481,cave creek,33.8333,-111.9508,26.66,69,53,0.89,US,1693633496
482,tabou,4.423,-7.3528,23.48,94,99,1.61,CI,1693633496
483,yurimaguas,-5.9,-76.0833,23.9,77,4,0.9,PE,1693633496
484,masaka,-0.3338,31.7341,24.32,53,21,1.59,UG,1693633497
485,merizo village,13.2658,144.6691,31.85,82,93,7.11,GU,1693633497
486,zalingei,12.9096,23.4741,24.65,66,57,2.1,SD,1693633497
487,undurkhaan,47.3194,110.6556,27.09,29,6,7.3,MN,1693633498
488,la mira,18.035,-102.3266,25.89,89,79,2.01,MX,1693633498
489,paka,4.6374,103.4368,30.96,74,20,2.06,MY,1693633498
490,fortuna,40.5982,-124.1573,15.75,97,100,0.0,US,1693633498
491,kerikeri,-35.2268,173.9474,16.06,85,100,1.34,NZ,1693633499
492,gazojak,41.1875,61.4036,27.5,18,0,1.56,TM,1693633499
493,touros,-5.1989,-35.4608,22.9,92,9,4.87,BR,1693633452
494,kabanjahe,3.1001,98.4908,24.93,59,99,1.47,ID,1693633499
495,el granada,37.5027,-122.4694,18.83,89,100,2.06,US,1693633361
496,wynyard,-41.0,145.7167,11.07,67,63,1.56,AU,1693633500
497,hobyo,5.3505,48.5268,29.86,48,81,9.74,SO,1693633500
498,yaring,6.8662,101.3689,27.93,77,100,5.85,TH,1693633500
499,san fernando de apure,7.8878,-67.4724,24.88,81,7,0.41,VE,1693633402
500,dalnegorsk,44.5604,135.5701,22.54,61,31,3.79,RU,1693633501
501,motema,8.6,-11.0333,20.91,100,100,0.1,SL,1693633501
502,olinda,-8.0089,-34.8553,24.85,83,75,2.06,BR,1693633501
503,mar del plata,-38.0023,-57.5575,15.07,83,0,3.58,AR,1693633011
504,natal,-5.795,-35.2094,23.12,100,40,3.09,BR,1693633501
505,schleswig,54.5167,9.55,13.8,98,1,1.03,DE,1693633502
506,huatabampo,26.8333,-109.6333,29.62,71,2,2.09,MX,1693633357
507,mount gambier,-37.8333,140.7667,16.41,57,59,1.44,AU,1693633503
508,gorgan,36.8387,54.4348,26.98,61,0,2.06,IR,1693633503
509,haiku-pauwela,20.9219,-156.3051,25.01,76,40,7.72,US,1693633503
510,sao luis de montes belos,-16.525,-50.3722,23.25,69,1,1.39,BR,1693633504
511,newport,51.5877,-2.9984,15.53,88,79,3.49,GB,1693633444
512,mae hong son,19.3003,97.9685,27.08,89,75,1.54,TH,1693633504
513,chonchi,-42.6128,-73.8092,3.4,95,33,1.82,CL,1693633504
514,brady,31.1352,-99.3351,28.07,36,20,2.57,US,1693633464
515,badiyah,22.45,58.8,32.32,43,3,2.17,OM,1693633505
516,kievka,50.2619,71.5514,17.38,45,66,4.36,KZ,1693633505
517,aral,40.5156,81.2636,34.62,12,89,1.2,CN,1693633505
518,rengasdengklok,-6.1592,107.2981,32.07,58,10,4.85,ID,1693633506
519,zhezqazghan,47.7833,67.7667,20.32,45,40,6.0,KZ,1693633506
520,nacala,-14.5428,40.6728,27.54,58,0,0.11,MZ,1693633506
521,port sudan,19.6175,37.2164,38.88,24,83,0.54,SD,1693633506
522,morant bay,17.8815,-76.4093,29.79,92,45,1.26,JM,1693633507
523,birao,10.2849,22.7882,25.04,78,47,0.52,CF,1693633507
524,phelan,34.4261,-117.5723,18.46,76,33,6.26,US,1693633507
525,krasnopillya,50.7746,35.2597,18.76,70,18,5.55,UA,1693633507
526,nola,40.922,14.5329,23.13,95,41,0.82,IT,1693633508
527,san julian,21.0167,-102.1667,15.78,73,99,1.08,MX,1693633508
528,kosong,38.3788,128.4676,25.27,57,81,2.1,KR,1693633508
529,tiruchchendur,8.4833,78.1167,32.16,67,21,7.99,IN,1693633508
530,lapeer,43.0514,-83.3188,16.88,94,0,1.54,US,1693633509
531,krasnyy chikoy,50.3643,108.7512,19.07,86,100,4.75,RU,1693633509
532,kuta,-8.7233,115.1723,27.97,69,20,7.72,ID,1693633495
533,namioka,40.7072,140.5894,27.96,78,75,3.09,JP,1693633509
534,rongelap,11.1635,166.8941,28.43,76,100,3.32,MH,1693633510
535,vilyuysk,63.7553,121.6247,12.57,41,13,5.91,RU,1693633510
536,zvishavane,-20.3267,30.0665,20.49,21,0,2.01,ZW,1693633510
537,dudinka,69.4058,86.1778,7.57,53,100,1.78,RU,1693633510
538,yamada,39.4667,141.95,24.65,90,100,1.58,JP,1693633511
539,puerto ayacucho,5.6639,-67.6236,24.27,81,92,1.46,VE,1693633512
540,segou,13.4317,-6.2157,27.42,63,66,4.72,ML,1693633512
541,tazacorte,28.629,-17.9293,23.54,73,20,3.09,ES,1693633512
542,kermit,31.8576,-103.0927,27.71,29,0,4.12,US,1693633512
543,piti village,13.4626,144.6933,32.03,78,40,6.69,GU,1693633513
544,jagna,9.6531,124.3697,29.83,72,90,6.35,PH,1693633513
545,fada,9.5667,8.3,19.93,97,95,0.69,NG,1693633513
546,san luis de la loma,17.2706,-100.8939,26.89,83,100,2.02,MX,1693633514
547,souillac,-20.5167,57.5167,25.21,78,40,6.69,MU,1693633514
548,exu,-7.5119,-39.7242,18.14,56,0,0.49,BR,1693633514
549,manaure,11.7751,-72.4445,29.1,71,3,6.41,CO,1693633514
550,nchelenge,-9.3451,28.734,21.21,56,2,5.7,ZM,1693633515
551,korba,22.35,82.6833,36.42,38,6,1.4,IN,1693633515
552,nyurba,63.2842,118.3319,13.39,37,10,4.79,RU,1693633515
553,ellsworth,44.5434,-68.4195,14.8,96,0,0.45,US,1693633515
554,plainfield,40.6168,-74.4173,18.82,86,0,0.0,US,1693633460
555,kapuskasing,49.4169,-82.4331,18.05,55,100,6.17,CA,1693633516
556,sharjah,25.3573,55.4033,35.16,52,0,7.2,AE,1693633516
557,beledweyne,4.7358,45.2036,28.84,42,59,8.21,SO,1693633516
558,chui,-33.6971,-53.4616,14.77,96,100,2.72,UY,1693633517
559,kijang,35.2442,129.2139,25.85,80,88,1.47,KR,1693633517
560,awjilah,29.1081,21.2869,28.37,40,0,4.78,LY,1693633517
561,huanren,41.2647,125.3667,27.45,41,0,1.17,CN,1693633517
562,yamazakicho-nakabirose,35.0,134.55,29.08,59,100,1.75,JP,1693633517
563,dadukou,26.5479,101.7054,27.82,60,95,0.35,CN,1693633518
564,timmins,48.4669,-81.3331,15.9,72,20,4.12,CA,1693633518
565,tukrah,32.5341,20.5791,25.54,69,0,4.24,LY,1693633518
566,raja,8.4596,25.678,25.0,76,62,0.29,SS,1693633277
567,ambalangoda,6.2355,80.0538,26.22,85,94,5.75,LK,1693633519
568,oranjemund,-28.55,16.4333,9.69,70,20,3.18,NA,1693633519
